Branch;ID;ParentID;Round;Card;Opponent;Select;Conf;PM;P0;P1;P2;P3;P4;P5;P6;P7;P8;P9;P10;P11;P12;P13;P14;P15;P16;P17;P18;P19;P20;P21;P22;P23;P24;P25;P26
0;203753;200544;3;21;1;0;6e-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.166667;0.333333;0;0.166667;0;0;0;0;0.166667;0;0
0;204690;200544;3;15;1;0;6e-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.166667;0;0;0;0.166667;0.5;0;0;0;0;0;0;0
0;205566;200544;3;9;1;0;6e-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.166667;0;0.166667;0.166667;0;0.166667;0.166667;0;0;0
0;206431;200544;3;39;1;0;6e-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.166667;0;0.333333;0.166667;0;0.166667;0;0;0;0;0
0;207354;200544;3;31;1;1;6e-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.333333;0;0.166667;0;0.333333;0;0;0;0;0;0;0
0;207896;200544;3;37;1;0;6e-05;0;0;0.166667;0;0;0;0.333333;0;0;0.166667;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.166667
0;208651;200544;3;33;1;0;6e-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.166667;0;0;0.166667;0.166667;0.166667;0;0;0.166667;0;0;0;0
0;209467;200544;3;22;1;0;6e-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.333333;0;0;0;0;0.333333;0;0.166667;0;0;0;0;0;0
0;210319;200544;3;44;1;0;6e-05;0;0;0;0.166667;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.333333;0;0;0;0;0.333333;0;0;0;0
0;211145;200544;3;23;1;0;6e-05;0;0;0;0;0;0;0.166667;0;0;0;0;0;0;0;0.166667;0;0;0;0;0;0.333333;0.166667;0;0;0;0;0;0
0;212054;200544;3;13;1;0;6e-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.166667;0;0;0.333333;0.166667;0;0.166667;0;0;0;0;0;0
0;212845;200544;3;40;1;0;6e-05;0;0;0;0;0;0;0.166667;0;0;0;0;0;0;0;0;0;0;0.166667;0.166667;0;0;0.166667;0;0;0;0;0.166667;0
0;213741;200544;3;46;1;0;6e-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.166667;0.166667;0.166667;0.166667;0.166667;0;0;0;0;0;0
0;214493;200544;3;17;1;0;6e-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.166667;0;0.166667;0.166667;0;0;0.333333;0;0;0;0;0;0
0;215391;200544;3;14;1;0;6e-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.166667;0;0;0.166667;0;0.166667;0.166667;0.166667;0;0;0;0;0;0
0;215904;200544;3;45;1;0;6e-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.166667;0;0.166667;0;0.166667;0;0.166667;0;0;0.166667;0;0
0;216436;200544;3;27;1;0;6e-05;0;0.166667;0;0.166667;0;0;0;0;0;0;0;0;0;0;0.166667;0;0;0.166667;0.166667;0;0;0;0;0;0;0;0;0
0;217320;200544;3;51;1;0;6e-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5;0;0.333333;0;0;0;0;0;0
0;217972;200544;3;19;1;0;6e-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.166667;0.166667;0;0;0.166667;0.166667;0.166667;0;0;0;0;0;0
0;218533;200544;3;42;1;0;6e-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.166667;0.166667;0.166667;0;0.166667;0.166667;0;0;0;0
0;219313;200544;3;2;1;0;6e-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.166667;0.166667;0;0;0.166667;0;0.166667;0;0;0.166667;0;0;0;0
0;220065;200544;3;34;1;0;6e-05;0;0;0;0;0;0.166667;0.166667;0;0;0;0;0;0;0;0;0.166667;0.166667;0;0.166667;0;0;0;0;0;0;0;0;0
0;220981;200544;3;49;1;0;6e-05;0;0;0;0;0;0.166667;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.166667;0.5;0;0;0;0;0
0;221805;200544;3;38;1;0;5e-05;0;0;0;0;0.4;0.2;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;222738;200544;3;28;1;0;6e-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.166667;0;0.166667;0;0.5;0;0;0;0;0;0;0;0
0;223467;200544;3;50;1;0;6e-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.166667;0;0;0;0.333333;0;0.166667;0.166667;0;0;0
0;224088;200544;3;20;1;0;6e-05;0.166667;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5;0.166667;0;0;0;0;0;0;0;0
0;237094;207354;3;44;1;0;2e-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5;0;0;0;0;0;0;0;0;0;0;0
0;257847;207354;3;42;1;0;2e-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5;0;0;0;0;0;0;0;0;0;0;0
0;276022;207354;3;49;1;0;2e-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5;0;0;0;0;0;0;0
0;293386;207354;3;19;1;0;2e-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5;0;0;0;0;0;0;0
0;300004;207354;3;28;1;1;1e-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;300005;300004;3;36;0;1;1.00001;0.000299997;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0890691;0.120639;0.0917991;0.125829;0.153398;0.125389;0.107259;0.0869391;0.0532795;0.0269397;0.0137399;0.00450995;0.000899991;0
0;300006;300005;4;16;0;0;0.19152;0.000417711;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0892335;0.0936717;0.0907477;0.129282;0.150376;0.128968;0.111059;0.0941416;0.0606725;0.0299185;0.0148287;0.0052736;0.00135756;0
0;300007;300005;4;6;0;0;0.19784;0.000303275;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0692479;0.118783;0.0981096;0.125253;0.165892;0.129903;0.11201;0.08704;0.0479175;0.0277497;0.0125859;0.00419531;0.000960372;0
0;300008;300005;4;25;0;1;0.22253;0.000314564;0;0;0;0;0;0;0;0;0;0;0;0;0;0.133375;0.169101;0.0757201;0.118456;0.139667;0.109064;0.0929313;0.0730688;0.0477688;0.0236373;0.011549;0.00462859;0.000674066;0
0;300009;300005;4;18;0;0;0.1925;0.000207792;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0815065;0.0974026;0.0937662;0.133506;0.153351;0.132052;0.108675;0.0929351;0.0564156;0.0281039;0.0166234;0.00451948;0.000883117;0
0;300010;300005;4;7;0;0;0.19566;0.000255545;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0659818;0.116631;0.10278;0.123837;0.159358;0.129306;0.113615;0.0896453;0.0546356;0.0258101;0.0134928;0.0039354;0.000664418;0
0;300011;300008;4;34;1;0;0.008;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2625;0.12;0.0875;0.10625;0.1325;0.09625;0.07125;0.07375;0.03;0.01125;0.005;0.0025;0;0
0;300016;300008;4;33;1;0;0.00799;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.286608;0.111389;0.0938673;0.0838548;0.123905;0.107635;0.0738423;0.0650814;0.0250313;0.0175219;0.00500626;0.00500626;0;0
0;300021;300008;4;22;1;0;0.00821;0.00121803;0;0;0;0;0;0;0;0;0;0;0;0;0;0.126675;0.175396;0.0755177;0.125457;0.140073;0.113276;0.0986602;0.0718636;0.0328867;0.0194884;0.0109622;0.00365408;0.00365408;0
0;300027;300008;4;38;1;0;0.00801;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.274657;0.122347;0.0873908;0.10362;0.114856;0.0886392;0.0761548;0.0636704;0.0411985;0.0149813;0.00873908;0.00124844;0.00124844;0
0;300032;300008;4;46;1;0;0.00849;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.213192;0.0600707;0.136631;0.162544;0.134276;0.109541;0.0694935;0.06596;0.0259128;0.0129564;0.00706714;0.00117786;0
0;300037;300008;4;9;1;0;0.00808;0.00123762;0;0;0;0;0;0;0;0;0;0;0;0;0;0.236386;0.137376;0.0977723;0.0680693;0.131188;0.0977723;0.0792079;0.0705446;0.0507426;0.0160891;0.00742574;0.00371287;0.00123762;0
0;300042;300008;4;2;1;0;0.00785;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.31465;0.123567;0.0929936;0.10828;0.143949;0.0751592;0.0496815;0.0484076;0.0178344;0.0152866;0.00509554;0.00382166;0;0
0;300047;300008;4;50;1;0;0.00877;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.171038;0.0615735;0.119726;0.13683;0.126568;0.0980616;0.114025;0.0877993;0.0376283;0.0330673;0.0114025;0.00114025;0
0;300051;300008;4;39;1;0;0.00839;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.237187;0.057211;0.152563;0.162098;0.126341;0.101311;0.0786651;0.0429082;0.0238379;0.0131108;0.00357569;0;0
0;300056;300008;4;44;1;0;0.00846;0.00118203;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.239953;0.0472813;0.14539;0.152482;0.100473;0.105201;0.0921986;0.0673759;0.0307329;0.00827423;0.00591017;0.00236407;0
0;300061;300008;4;51;1;0;0.00867;0.0011534;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.193772;0.0530565;0.122261;0.147636;0.10496;0.125721;0.088812;0.0853518;0.0519031;0.017301;0.00576701;0.0011534;0
0;300066;300008;4;24;1;0;0.00826;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1477;0.150121;0.0726392;0.117433;0.164649;0.100484;0.0835351;0.0726392;0.0472155;0.0169492;0.0205811;0.00484262;0;0
0;300071;300008;4;15;1;0;0.00816;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.169118;0.182598;0.0490196;0.129902;0.137255;0.0992647;0.0833333;0.0686275;0.0453431;0.0220588;0.00980392;0.00245098;0;0
0;300076;300008;4;14;1;0;0.00811;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.17016;0.171393;0.0826141;0.134402;0.123305;0.0924784;0.0937115;0.0554871;0.0517879;0.0184957;0.00493218;0;0;0
0;300081;300008;4;45;1;0;0.00854;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.215457;0.0667447;0.135831;0.128806;0.125293;0.122951;0.088993;0.0562061;0.0339578;0.0187354;0.00468384;0.00117096;0
0;300086;300008;4;3;1;0;0.00786;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.33715;0.104326;0.0966921;0.0954198;0.120865;0.0788804;0.0788804;0.043257;0.024173;0.0152672;0.00381679;0;0;0
0;300091;300008;4;42;1;0;0.00841;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.217598;0.0844233;0.16409;0.148633;0.115339;0.0844233;0.0832342;0.0653983;0.0154578;0.0118906;0.00832342;0;0
0;300097;300008;4;23;1;0;0.00832;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.106971;0.151442;0.09375;0.109375;0.147837;0.13101;0.09375;0.0757212;0.0540865;0.0204327;0.00721154;0.00600962;0.00120192;0
0;300101;300008;4;20;1;0;0.00828;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.131643;0.146135;0.0881642;0.130435;0.140097;0.103865;0.107488;0.0628019;0.0422705;0.0205314;0.0120773;0.0120773;0.00120773;0
0;300106;300008;4;17;1;1;0.00825;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.141818;0.175758;0.0642424;0.113939;0.138182;0.106667;0.0969697;0.0727273;0.0460606;0.0290909;0.00969697;0.00363636;0;0
0;300111;300008;4;49;1;0;0.00867;0.0011534;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.217993;0.0380623;0.11534;0.119954;0.134948;0.110727;0.116494;0.0657439;0.0415225;0.0253749;0.00922722;0.0023068;0
0;300116;300008;4;21;1;0;0.00832;0.00120192;0;0;0;0;0;0;0;0;0;0;0;0;0;0.128606;0.15625;0.0721154;0.117788;0.123798;0.11899;0.0961538;0.0769231;0.0492788;0.0372596;0.0168269;0.00360577;0;0
0;300121;300008;4;37;1;0;0.00792;0.00126263;0;0;0;0;0;0;0;0;0;0;0;0;0;0.289141;0.123737;0.0858586;0.0871212;0.133838;0.103535;0.0732323;0.0530303;0.030303;0.0113636;0.00505051;0.00126263;0;0
0;300126;300008;4;40;1;0;0.00841;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2283;0.0642093;0.1522;0.161712;0.121284;0.112961;0.0618312;0.0523187;0.0297265;0.00713436;0.00713436;0;0
0;300131;300008;4;27;1;0;0.00799;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.276596;0.116395;0.0926158;0.0951189;0.12015;0.102628;0.0888611;0.0588235;0.0212766;0.0175219;0.00876095;0;0;0
0;300136;300008;4;13;1;0;0.00814;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.159705;0.164619;0.0909091;0.110565;0.144963;0.110565;0.0823096;0.0700246;0.036855;0.019656;0.00737101;0.0012285;0;0
0;300141;300008;4;19;1;0;0.00822;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.122871;0.167883;0.0961071;0.103406;0.160584;0.115572;0.0973236;0.0620438;0.040146;0.0170316;0.0109489;0.00486618;0;0
0;300221;300106;4;21;1;0;0.00033;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.151515;0.0909091;0.0606061;0.0909091;0.151515;0.0909091;0.181818;0.121212;0;0.030303;0;0;0;0
0;300335;300106;4;14;1;0;0.00033;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0909091;0.151515;0.0606061;0.181818;0.212121;0.030303;0.121212;0.0606061;0.030303;0.030303;0;0;0;0
0;300444;300106;4;42;1;0;0.00033;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.242424;0.030303;0.0606061;0.151515;0.181818;0.121212;0.0606061;0.0606061;0.0606061;0;0;0;0
0;300588;300106;4;3;1;0;0.00032;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.25;0.15625;0.0625;0.09375;0.15625;0.125;0.0625;0.0625;0;0;0;0;0;0
0;300713;300106;4;13;1;0;0.00033;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.121212;0.151515;0.0606061;0.181818;0.0909091;0.181818;0.0606061;0.030303;0.030303;0.030303;0.030303;0;0;0
0;300841;300106;4;39;1;0;0.00033;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.151515;0.0909091;0.181818;0.151515;0.0909091;0.181818;0.0606061;0;0.030303;0.030303;0;0;0
0;300984;300106;4;40;1;0;0.00033;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.212121;0.0606061;0.181818;0.212121;0.0606061;0.0909091;0.151515;0;0;0;0;0;0
0;301094;300106;4;49;1;0;0.00033;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.212121;0.030303;0.151515;0.0606061;0.0909091;0.121212;0.0606061;0.212121;0;0.030303;0;0;0
0;301225;300106;4;23;1;0;0.00032;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.125;0.1875;0.125;0.125;0.09375;0.1875;0.03125;0.09375;0;0;0;0;0;0
0;301368;300106;4;20;1;0;0.00033;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.151515;0.212121;0.0909091;0.0909091;0.0909091;0.0606061;0.121212;0.030303;0.030303;0.0606061;0.030303;0;0;0
0;301504;300106;4;51;1;0;0.00033;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.121212;0.0606061;0.030303;0.121212;0.121212;0.121212;0.212121;0.0606061;0.030303;0.0606061;0.030303;0;0
0;301639;300106;4;34;1;0;0.00032;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.3125;0.09375;0.0625;0.09375;0.09375;0.0625;0.0625;0.125;0.03125;0.03125;0;0;0;0
0;301777;300106;4;19;1;0;0.00033;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.030303;0.0909091;0.030303;0.121212;0.121212;0.121212;0.151515;0.0909091;0.0606061;0.151515;0;0;0;0
0;301915;300106;4;9;1;0;0.00033;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.30303;0.0606061;0.0909091;0;0.242424;0.030303;0;0.0909091;0;0.0606061;0.0606061;0.030303;0;0
0;302050;300106;4;15;1;0;0.00032;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.25;0.3125;0;0.125;0.15625;0.03125;0.03125;0.03125;0;0.03125;0;0;0;0
0;302184;300106;4;44;1;0;0.00033;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.30303;0.0606061;0.030303;0.151515;0.0909091;0.181818;0.0909091;0.0606061;0;0;0;0;0
0;302312;300106;4;45;1;0;0.00033;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.242424;0.0909091;0.151515;0.121212;0.0909091;0.0909091;0.0606061;0.121212;0;0;0;0;0
0;302433;300106;4;38;1;0;0.00032;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.15625;0.15625;0.0625;0.125;0.21875;0.125;0.03125;0.03125;0.03125;0.03125;0;0;0;0
0;302568;300106;4;33;1;0;0.00032;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.28125;0.09375;0.125;0.0625;0;0.15625;0.125;0.09375;0.03125;0;0;0;0;0
0;302712;300106;4;27;1;0;0.00032;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.46875;0.15625;0;0.0625;0.125;0.0625;0.03125;0.03125;0.03125;0;0;0;0;0
0;302855;300106;4;50;1;0;0.00033;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.272727;0.0606061;0.151515;0.151515;0.030303;0.151515;0.0606061;0.030303;0.030303;0;0.030303;0;0
0;302991;300106;4;37;1;0;0.00032;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.34375;0.09375;0.09375;0.09375;0.0625;0.125;0.03125;0;0.03125;0.09375;0;0;0;0
0;303110;300106;4;24;1;1;0.00033;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.151515;0.151515;0.0606061;0.0606061;0.121212;0.151515;0.0909091;0.0909091;0.0909091;0;0;0;0;0
0;303235;300106;4;46;1;0;0.00033;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.212121;0.030303;0.272727;0.0909091;0.121212;0.0909091;0.030303;0.0909091;0.030303;0;0;0;0
0;303371;300106;4;2;1;0;0.00032;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.34375;0.03125;0.09375;0.0625;0.15625;0.0625;0.09375;0.03125;0.09375;0;0;0;0;0
0;303515;300106;4;22;1;0;0.00033;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0909091;0.272727;0.030303;0.0909091;0.151515;0.212121;0.0606061;0.030303;0.030303;0;0;0;0;0
0;304184;303110;4;40;1;0;3e-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.333333;0;0;0.333333;0;0;0;0;0
0;307236;303110;4;46;1;0;2e-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5;0;0;0;0;0;0;0;0;0;0;0
0;311072;303110;4;23;1;1;1.00003;0.000219993;0;0;0;0;0;0;0;0;0;0;0;0;0;0.168695;0.136316;0.105557;0.119036;0.144916;0.104697;0.0847375;0.065338;0.0373689;0.0194994;0.00937972;0.00387988;0.00034999;0
0;313901;303110;4;50;1;0;2e-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5;0;0;0;0;0;0;0;0;0
0;317585;303110;4;51;1;0;2e-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5;0;0;0;0;0;0;0;0;0;0;0;0
0;321075;303110;4;38;1;0;2e-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5;0;0;0;0;0;0;0;0;0;0
0;324518;303110;4;9;1;0;2e-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5;0;0;0;0;0;0;0;0;0
0;327768;303110;4;14;1;0;2e-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5;0;0;0;0;0;0;0;0;0;0;0;0;0
0;331328;303110;4;20;1;0;2e-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5;0;0;0;0;0;0;0;0;0;0;0;0
0;335139;303110;4;27;1;0;2e-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5;0;0;0;0;0;0;0;0;0;0;0;0
0;338715;303110;4;22;1;0;2e-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5;0;0;0;0;0;0;0;0;0;0;0;0
0;341949;303110;4;42;1;0;2e-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5;0;0;0;0;0;0;0;0;0;0;0;0
0;345467;303110;4;39;1;0;2e-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5;0;0;0;0;0;0;0;0
0;348367;303110;4;37;1;0;2e-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5;0;0;0;0;0;0;0;0
0;351281;303110;4;44;1;0;3e-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.333333;0;0;0;0;0.333333;0;0;0;0;0
0;354269;303110;4;2;1;0;2e-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5;0;0;0;0;0;0;0;0;0;0;0;0;0
0;357450;303110;4;21;1;0;2e-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5;0;0;0;0;0;0;0;0
0;360496;303110;4;13;1;0;2e-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5;0;0;0;0;0;0;0;0;0
0;363288;303110;4;33;1;0;2e-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5;0;0;0;0;0;0;0;0;0;0;0;0;0
0;366699;303110;4;3;1;0;2e-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5;0;0;0;0;0;0;0;0;0;0;0;0;0
0;369928;303110;4;15;1;0;2e-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5;0;0;0;0;0;0;0;0
0;373100;303110;4;45;1;0;3e-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.666667;0;0;0;0;0;0;0
0;375901;303110;4;34;1;0;3e-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.333333;0.333333;0;0;0;0;0
0;378733;303110;4;19;1;0;2e-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5;0;0;0;0;0;0;0;0;0;0;0;0;0
0;381951;303110;4;49;1;0;3e-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.333333;0;0;0.333333;0;0;0;0;0;0
0;387885;311072;5;6;0;1;0.25392;0.000196912;0;0;0;0;0;0;0;0;0;0;0;0;0;0.141383;0.162413;0.110074;0.118344;0.159263;0.101292;0.0833727;0.0626181;0.0323724;0.0172889;0.00819156;0.00275677;0.000393825;0
0;400006;311072;5;7;0;0;0.25179;0.000198578;0;0;0;0;0;0;0;0;0;0;0;0;0;0.140633;0.160094;0.110211;0.115731;0.160213;0.102149;0.0826482;0.0639025;0.0357441;0.0169586;0.00830057;0.00285953;0.000317725;0
0;400007;311072;5;18;0;0;0.24749;0.000202028;0;0;0;0;0;0;0;0;0;0;0;0;0;0.196695;0.113095;0.0997616;0.120005;0.132086;0.107519;0.0840438;0.0677603;0.0412138;0.0223039;0.00973777;0.00517193;0.000363651;0
0;400008;311072;5;16;0;0;0.24685;0.000283573;0;0;0;0;0;0;0;0;0;0;0;0;0;0.197326;0.108487;0.101965;0.122139;0.127405;0.10796;0.0889609;0.0671258;0.0403079;0.0215515;0.0113429;0.00478023;0.000324083;0
0;400010;387885;5;21;1;0;0.01054;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.163188;0.152751;0.113852;0.119545;0.16129;0.0967742;0.073055;0.0559772;0.0322581;0.0189753;0.00664137;0.00379507;0.000948767;0
0;400016;387885;5;14;1;0;0.01036;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.179537;0.194015;0.0945946;0.123552;0.158301;0.0772201;0.0859073;0.046332;0.019305;0.0135135;0.00482625;0.000965251;0.000965251;0
0;400020;387885;5;50;1;0;0.01112;0.000899281;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0728417;0.120504;0.107014;0.0863309;0.165468;0.133993;0.115108;0.0944245;0.0494604;0.0260791;0.0179856;0.00899281;0;0
0;400024;387885;5;20;1;0;0.01065;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.13615;0.156808;0.112676;0.105164;0.156808;0.115493;0.0882629;0.0657277;0.0309859;0.0159624;0.0122066;0.0028169;0;0
0;400028;387885;5;3;1;1;0.01066;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.120075;0.180113;0.12758;0.0947467;0.15197;0.0919325;0.0787992;0.0834897;0.0459662;0.0140713;0.00469043;0.00562852;0;0
0;400032;387885;5;2;1;0;0.01065;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.119249;0.186854;0.0910798;0.106103;0.171831;0.116432;0.0835681;0.0610329;0.02723;0.02723;0.00657277;0.00187793;0;0
0;400036;387885;5;13;1;0;0.01037;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.16972;0.196721;0.096432;0.124397;0.162006;0.0906461;0.0655738;0.0443587;0.0308582;0.0144648;0.00289296;0.00096432;0;0
0;400040;387885;5;44;1;0;0.01068;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.100187;0.170412;0.107678;0.127341;0.177903;0.10206;0.0898876;0.0580524;0.0355805;0.0168539;0.0102996;0.00280899;0;0
0;400044;387885;5;42;1;0;0.01065;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.115493;0.153991;0.126761;0.128638;0.151174;0.104225;0.0985916;0.0591549;0.0356808;0.0178404;0.0056338;0.00187793;0;0
0;400048;387885;5;37;1;0;0.01039;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.19153;0.162656;0.0981713;0.13282;0.155919;0.0846968;0.0750722;0.053898;0.0288739;0.00769971;0.00577478;0.00192493;0;0
0;400052;387885;5;15;1;0;0.01029;0.000971817;0;0;0;0;0;0;0;0;0;0;0;0;0;0.178814;0.178814;0.114674;0.133139;0.165209;0.0806608;0.0670554;0.0437318;0.0204082;0.0126336;0.00194363;0.000971817;0;0
0;400056;387885;5;39;1;0;0.01051;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.112274;0.175071;0.137012;0.131304;0.169363;0.0999049;0.0685062;0.0647003;0.0209324;0.0133206;0.00666032;0;0;0
0;400060;387885;5;33;1;0;0.01034;0.00193424;0;0;0;0;0;0;0;0;0;0;0;0;0;0.17118;0.195358;0.10058;0.116054;0.152805;0.0880077;0.0725338;0.0628627;0.0203095;0.0116054;0.00580271;0;0;0
0;400064;387885;5;49;1;0;0.01108;0.000902527;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0712996;0.125451;0.0983755;0.101083;0.172383;0.135379;0.115523;0.0785199;0.0460289;0.0306859;0.015343;0.00812274;0;0
