Branch;ID;ParentID;Time;Move;Opponent;Select;Visit;Win
0;33814256;140737247621472;42;9;1;0;0.174;0.834491
0;33964272;33770464;43;37;1;0;0.01463;0.874198
0;140737247911584;33770464;43;26;1;1;0.0201;0.855842
0;140736980095344;33770464;43;32;1;0;0.01455;0.874455
0;34358352;140737247911584;44;37;1;0;0.00417;0.878347
0;140736980521584;140737247911584;44;32;1;0;0.00397;0.883337
0;35067888;140737247911584;44;16;1;0;0.00774;0.815275
0;140737248673328;140737247911584;44;9;1;1;1.00424;0.883757
0;140737114296480;140737248673328;45;21;0;1;0.88733;0.887041
0;35520672;140737248673328;45;42;0;0;0.11691;0.858759
0;37309120;140737114296480;46;47;1;1;0.44367;0.887031
0;140736983944096;140737114296480;46;45;1;0;0.44366;0.887031
0;140737251841504;37309120;47;32;1;1;0.1479;0.886991
0;140736983962992;37309120;47;37;1;0;0.14789;0.886991
0;140737251927680;37309120;47;16;1;0;0.14789;0.886991
0;38693520;140737251841504;48;16;1;0;0.07395;0.886932
0;140737252020128;140737251841504;48;37;1;1;0.07395;0.886932
0;140737252259824;140737252020128;49;42;0;1;0.07394;0.886931
0;140736984378880;140737252259824;50;45;1;1;0.07393;0.886931
0;140737252679536;140736984378880;51;16;1;1;0.07392;0.886931
